FERNANDO TORRES,BA,PSD,489.61
SIMÃO SESSIM,RJ,PP,194.55
ALAN RICK,AC,PRB,217.04
RENZO BRAZ,MG,PP,34.36
PAULO ABI-ACKEL,MG,PSDB,5300.0
FERNANDO MONTEIRO,PE,PP,200.0
DULCE MIRANDA,TO,PMDB,688.23
CABO SABINO,CE,PR,100.0
JÚLIO DELGADO,MG,PSB,4.8
GONZAGA PATRIOTA,PE,PSB,988.58
ADELMO CARNEIRO LEÃO,MG,PT,50.0
GERALDO RESENDE,MS,PSDB,406.1
JONY MARCOS,SE,PRB,9960.3
DARCÍSIO PERONDI,RS,PMDB,64.0
CLAUDIO CAJADO,BA,DEM,48.8
PAUDERNEY AVELINO,AM,DEM,1224.68
VITOR LIPPI,SP,PSDB,54.0
ARNON BEZERRA,CE,PTB,292.68
LUCIANO DUCCI,PR,PSB,30.0
PAES LANDIM,PI,PTB,1058.63
MARCOS SOARES,RJ,DEM,4.6
ARTHUR LIRA,AL,PP,117.9
TEREZA CRISTINA,MS,PSB,70.0
FAUSTO PINATO,SP,PP,100.0
PAUDERNEY AVELINO,AM,DEM,62.9
MARCELO SQUASSONI,SP,PRB,30.0
RENZO BRAZ,MG,PP,103.28
LUCIANA SANTOS,PE,PCdoB,520.04
RICARDO IZAR,SP,PP,5548.06
EDINHO ARAÚJO,SP,PMDB,47.7
HENRIQUE FONTANA,RS,PT,792.92
NELSON MARQUEZELLI,SP,PTB,260.3
CHICO D'ANGELO,RJ,PT,54.49
OSMAR SERRAGLIO,PR,PMDB,279.63
RODRIGO MAIA,RJ,DEM,9.01
PAULO HENRIQUE LUSTOSA,CE,PP,-172.0
FERNANDO TORRES,BA,PSD,8700.0
CAIO NARCIO,MG,PSDB,46.75
GIOVANI CHERINI,RS,PR,100.0
FABIO GARCIA,MT,PSB,189.65
CARLOS GOMES,RS,PRB,172.0
DAVIDSON MAGALHÃES,BA,PCdoB,99.99
ROBERTO DE LUCENA,SP,PV,30.0
EDUARDO CURY,SP,PSDB,40.33
JORGINHO MELLO,SC,PR,224.32
BALEIA ROSSI,SP,PMDB,770.76
WALDENOR PEREIRA,BA,PT,280.76
JÚLIO DELGADO,MG,PSB,100.0
WALTER ALVES,RN,PMDB,244.66
LUIZIANNE LINS,CE,PT,1153.64
LUIZ FERNANDO FARIA,MG,PP,80.0
MARCON,RS,PT,150.0
FÁBIO FARIA,RN,PSD,100.0
ANA PERUGINI,SP,PT,11.3
OSMAR TERRA,RS,PMDB,447.0
EDMILSON RODRIGUES,PA,PSOL,180.0
MARCO MAIA,RS,PT,52.0
ALCEU MOREIRA,RS,PMDB,150.0
HUGO MOTTA,PB,PMDB,131.15
LEANDRE,PR,PV,7.6
GOULART,SP,PSD,150.0
SÉRGIO REIS,SP,PRB,1010.76
RUBENS BUENO,PR,PPS,8.2
MAURO MARIANI,SC,PMDB,200.14
RODRIGO PACHECO,MG,PMDB,24.0
ALESSANDRO MOLON,RJ,REDE,-62.0
RUBENS BUENO,PR,PPS,17.19
DIEGO GARCIA,PR,PHS,28.56
ANTONIO BULHÕES,SP,PRB,929.58
NILTON CAPIXABA,RO,PTB,2010.63
FLAVIANO MELO,AC,PMDB,1657.69
PAULO MALUF,SP,PP,133.44
JOÃO DANIEL,SE,PT,341.05
MARCIO ALVINO,SP,PR,2744.0
PAULO MALUF,SP,PP,1347.79
JONES MARTINS,RS,PMDB,50.0
JÉSSICA SALES,AC,PMDB,1842.58
JORGE SOLLA,BA,PT,34.11
ALESSANDRO MOLON,RJ,REDE,234.0
ARIOSTO HOLANDA,CE,PDT,7700.0
MARIA DO ROSÁRIO,RS,PT,181.9
ROBERTO GÓES,AP,PDT,916.97
VALMIR PRASCIDELLI,SP,PT,146.91
EDUARDO BARBOSA,MG,PSDB,18.21
GEOVANIA DE SÁ,SC,PSDB,100.0
AUGUSTO CARVALHO,DF,SD,152.51
GONZAGA PATRIOTA,PE,PSB,946.07
SERGIO VIDIGAL,ES,PDT,314.73
FÁBIO RAMALHO,MG,PMDB,51.6
CLARISSA GAROTINHO,RJ,PRB,-703.63
ROGÉRIO PENINHA MENDONÇA,SC,PMDB,1000.0
BOHN GASS,RS,PT,20.0
JOZI ARAÚJO,AP,PTN,25.0
MARCIO ALVINO,SP,PR,273.69
ADELSON BARRETO,SE,PR,9000.0
ANDRÉ FUFUCA,MA,PP,574.63
PAUDERNEY AVELINO,AM,DEM,146.14
CREUZA PEREIRA,PE,PSB,664.73
JUTAHY JUNIOR,BA,PSDB,95.8
BETO ROSADO,RN,PP,57.33
FÁBIO FARIA,RN,PSD,4.9
JAIME MARTINS,MG,PSD,36.42
EDUARDO BOLSONARO,SP,PSC,95.0
JEFFERSON CAMPOS,SP,PSD,47.31
MARCO MAIA,RS,PT,2808.86
JUNIOR MARRECA,MA,PEN,72.31
PAULO MALUF,SP,PP,180.0
PEDRO FERNANDES,MA,PTB,375.63
MARGARIDA SALOMÃO,MG,PT,23.75
LEANDRE,PR,PV,302.0
JERÔNIMO GOERGEN,RS,PP,14.7
ADALBERTO CAVALCANTI,PE,PTB,494.63
KEIKO OTA,SP,PSB,3.2
MIGUEL LOMBARDI,SP,PR,153.47
NELSON PELLEGRINO,BA,PT,55.69
JÉSSICA SALES,AC,PMDB,840.22
RENATO MOLLING,RS,PP,1000.0
IVAN VALENTE,SP,PSOL,666.79
RENZO BRAZ,MG,PP,91.03
ANTONIO CARLOS MENDES THAME,SP,PV,720.0
MARCELO MATOS,RJ,PHS,838.58
VALDIR COLATTO,SC,PMDB,182.33
JOSE STÉDILE,RS,PSB,30.8
HENRIQUE FONTANA,RS,PT,584.9
DANIEL VILELA,GO,PMDB,150.01
FERNANDO MONTEIRO,PE,PP,466.58
JORGE SOLLA,BA,PT,72.09
ZECA DO PT,MS,PT,141.0
ROGÉRIO ROSSO,DF,PSD,1378.58
MISSIONÁRIO JOSÉ OLIMPIO,SP,DEM,93.06
CARLOS BEZERRA,MT,PMDB,48.94
MAURÍCIO QUINTELLA LESSA,AL,PR,210.0
ELMAR NASCIMENTO,BA,DEM,200.0
MARCOS ROTTA,AM,PMDB,3153.38
RUBENS BUENO,PR,PPS,412.69
MANOEL JUNIOR,PB,PMDB,-241.66
CELSO MALDANER,SC,PMDB,500.0
HEITOR SCHUCH,RS,PSB,39.44
PAULO FOLETTO,ES,PSB,22.35
ANDRE MOURA,SE,PSC,442.79
JOSÉ REINALDO,MA,PSB,40.15
PAULO MALUF,SP,PP,100.03
PEDRO CHAVES,GO,PMDB,185.0
JOSE STÉDILE,RS,PSB,180.12
MARCO TEBALDI,SC,PSDB,50.37
ANA PERUGINI,SP,PT,933.12
MARCOS ROGÉRIO,RO,DEM,250.0
JOSÉ FOGAÇA ,RS,PMDB,1682.58
MARCO MAIA,RS,PT,24.0
MARINALDO ROSENDO,PE,PSB,1527.58
WLADIMIR COSTA,PA,SD,625.73
LUIZIANNE LINS,CE,PT,33.0
BENEDITA DA SILVA,RJ,PT,34.78
LUIZ CARLOS HAULY,PR,PSDB,397.25
SANDRO ALEX,PR,PSD,2300.0
EROS BIONDINI,MG,PROS,995.69
VINICIUS CARVALHO,SP,PRB,72.99
CRISTIANE BRASIL,RJ,PTB,14745.8
DELEY,RJ,PTB,4000.0
JORGINHO MELLO,SC,PR,230.09
ARNALDO JORDY,PA,PPS,320.0
DANILO CABRAL,PE,PSB,1114.63
OSMAR SERRAGLIO,PR,PMDB,249.97
EDINHO ARAÚJO,SP,PMDB,57.19
DIMAS FABIANO,MG,PP,395.0
ROGÉRIO MARINHO,RN,PSDB,1097.72
BETO SALAME,PA,PP,100.0
BETO SALAME,PA,PP,320.0
WELLINGTON ROBERTO,PB,PR,80.0
ROBERTO DE LUCENA,SP,PV,157.32
WELLINGTON ROBERTO,PB,PR,80.0
JOSÉ CARLOS ALELUIA,BA,DEM,825.08
LOBBE NETO,SP,PSDB,90.0
CARLOS EDUARDO CADOCA,PE,PDT,-2.0
SÓSTENES CAVALCANTE,RJ,DEM,190.75
JOSÉ AIRTON CIRILO,CE,PT,15.5
BENEDITA DA SILVA,RJ,PT,494.69
JORGE CÔRTE REAL,PE,PTB,96.11
ZECA CAVALCANTI,PE,PTB,130.0
GONZAGA PATRIOTA,PE,PSB,119.0
CRISTIANE BRASIL,RJ,PTB,100.02
JOÃO DANIEL,SE,PT,967.79
PAES LANDIM,PI,PTB,558.68
IRACEMA PORTELLA,PI,PP,24.0
TEREZA CRISTINA,MS,PSB,1.7
MARCO MAIA,RS,PT,9.7
ADALBERTO CAVALCANTI,PE,PTB,5.52
MANOEL JUNIOR,PB,PMDB,130.0
ARTHUR OLIVEIRA MAIA,BA,PPS,146.75
RONALDO MARTINS,CE,PRB,40.16
NELSON MARCHEZAN JUNIOR,RS,PSDB,6680.0
LUIZ NISHIMORI,PR,PR,3900.0
ADELMO CARNEIRO LEÃO,MG,PT,16.0
GILBERTO NASCIMENTO,SP,PSC,35.0
ROBERTO DE LUCENA,SP,PV,90.02
ALUISIO MENDES,MA,PTN,100.0
EDINHO BEZ,SC,PMDB,21.25
ROGÉRIO MARINHO,RN,PSDB,139.39
PEDRO CHAVES,GO,PMDB,210.0
JOÃO ARRUDA,PR,PMDB,2026.58
DR. SINVAL MALHEIROS,SP,PTN,100.0
FERNANDO JORDÃO,RJ,PMDB,65.49
MIGUEL LOMBARDI,SP,PR,124.0
MARCOS ABRÃO,GO,PPS,44.99
JORGE CÔRTE REAL,PE,PTB,626.83
VINICIUS CARVALHO,SP,PRB,4.6
HERÁCLITO FORTES,PI,PSB,3500.0
IVAN VALENTE,SP,PSOL,902.63
PAULO ABI-ACKEL,MG,PSDB,100.0
MARIA DO ROSÁRIO,RS,PT,128.82
FÉLIX MENDONÇA JÚNIOR,BA,PDT,150.01
HERCULANO PASSOS,SP,PSD,200.0
RENATO MOLLING,RS,PP,75.0
ROBERTO FREIRE,SP,PPS,123.07
MARCELO SQUASSONI,SP,PRB,4730.36
EVAIR VIEIRA DE MELO,ES,PV,9.0
PROFESSORA DORINHA SEABRA REZENDE,TO,DEM,-368.26
PAULO MALUF,SP,PP,1310.83
EXPEDITO NETTO,RO,PSD,572.76
CARLOS MELLES,MG,DEM,275.0
JEAN WYLLYS,RJ,PSOL,80.0
AELTON FREITAS,MG,PR,750.0
LUIZ SÉRGIO,RJ,PT,3232.77
BOSCO COSTA,SE,PROS,25.0
DANIEL ALMEIDA,BA,PCdoB,1800.0
LEÔNIDAS CRISTINO,CE,PDT,4800.0
LUIZA ERUNDINA,SP,PSOL,61.4
REGINALDO LOPES,MG,PT,62.08
FÁBIO FARIA,RN,PSD,245.0
CABUÇU BORGES,AP,PMDB,2.1
CAPITÃO AUGUSTO,SP,PR,29.0
JOÃO MARCELO SOUZA,MA,PMDB,152.0
NELSON MARQUEZELLI,SP,PTB,94.34
GIACOBO,PR,PR,150.0
JOSÉ GUIMARÃES,CE,PT,130.0
RICARDO TEOBALDO ,PE,PTN,200.0
ALESSANDRO MOLON,RJ,REDE,183.78
ALEXANDRE BALDY,GO,PTN,3.2
ADELMO CARNEIRO LEÃO,MG,PT,15.0
CARLOS MARUN,MS,PMDB,120.0
SILVIO COSTA,PE,PTdoB,-300.0
ALFREDO NASCIMENTO,AM,PR,60.0
AUGUSTO COUTINHO ,PE,SD,35.7
EFRAIM FILHO,PB,DEM,51.58
SERGIO SOUZA ,PR,PMDB,100.42
CARMEN ZANOTTO,SC,PPS,650.83
ZENAIDE MAIA,RN,PR,100.0
NIVALDO ALBUQUERQUE,AL,PRP,80.0
HENRIQUE FONTANA,RS,PT,152.96
VICENTE ARRUDA,CE,PDT,136.15
JOSÉ NUNES,BA,PSD,577.73
ANA PERUGINI,SP,PT,210.0
MAURO MARIANI,SC,PMDB,3950.0
GOULART,SP,PSD,39.0
MIGUEL HADDAD,SP,PSDB,34.36
CARLOS HENRIQUE GAGUIM,TO,PTN,-235.0
ANDRÉ FIGUEIREDO,CE,PDT,572.68
SÁGUAS MORAES,MT,PT,758.67
OSMAR TERRA,RS,PMDB,32.0
OTAVIO LEITE,RJ,PSDB,25.0
PAULO MAGALHÃES,BA,PSD,271.48
SARAIVA FELIPE,MG,PMDB,3093.28
GORETE PEREIRA,CE,PR,56.5
ANDRÉ AMARAL,PB,PMDB,100.0
RONALDO BENEDET,SC,PMDB,1442.86
LUIZ CLÁUDIO,RO,PR,1895.15
FRANKLIN LIMA,MG,PP,13.6
LINCOLN PORTELA,MG,PRB,222.2
ALUISIO MENDES,MA,PTN,45.1
ANA PERUGINI,SP,PT,3500.0
AFONSO MOTTA,RS,PDT,124.07
JERÔNIMO GOERGEN,RS,PP,159.5
EDINHO ARAÚJO,SP,PMDB,303.59
JOSÉ NUNES,BA,PSD,0.11
MARINALDO ROSENDO,PE,PSB,494.63
PEDRO UCZAI,SC,PT,2021.66
ALUISIO MENDES,MA,PTN,-2225.83
MARCELO SQUASSONI,SP,PRB,99.81
JORGE SOLLA,BA,PT,123.9
ZENAIDE MAIA,RN,PR,52.4
ROBERTO ALVES,SP,PRB,11.3
HENRIQUE FONTANA,RS,PT,50.0
ALICE PORTUGAL,BA,PCdoB,1009.1
VALMIR PRASCIDELLI,SP,PT,36.0
RICARDO BENTINHO,SP,PRB,233.02
RAFAEL MOTTA,RN,PSB,444.53
DOMINGOS NETO,CE,PSD,-1.95
RODRIGO MAIA,RJ,DEM,200.0
SARNEY FILHO,MA,PV,71.0
GIVALDO CARIMBÃO,AL,PHS,280.01
JOÃO GUALBERTO,BA,PSDB,170.0
MARCELO SQUASSONI,SP,PRB,100.0
JORGE TADEU MUDALEN,SP,DEM,2.4
SILVIO COSTA,PE,PTdoB,1512.69
DANRLEI DE DEUS HINTERHOLZ,RS,PSD,57.39
AELTON FREITAS,MG,PR,92.0
VALTENIR PEREIRA,MT,PMDB,582.58
RAQUEL MUNIZ,MG,PSD,711.35
NELSON PELLEGRINO,BA,PT,4.0
ANGELIM,AC,PT,140.0
JULIO LOPES,RJ,PP,278.0
AFONSO HAMM,RS,PP,93.0
ZÉ SILVA,MG,SD,30.0
GEORGE HILTON,MG,PROS,1848.37
ÁTILA LIRA,PI,PSB,310.83
FÉLIX MENDONÇA JÚNIOR,BA,PDT,397.58
SANDRO ALEX,PR,PSD,26000.0
JÔ MORAES,MG,PCdoB,20.0
FLAVIANO MELO,AC,PMDB,-1349.66
EROS BIONDINI,MG,PROS,120.89
GOULART,SP,PSD,19.96
SÉRGIO MORAES,RS,PTB,110.4
SORAYA SANTOS,RJ,PMDB,-744.3
ALEX CANZIANI,PR,PTB,247.1
LÁZARO BOTELHO,TO,PP,74.8
RENATO MOLLING,RS,PP,90.3
MAURO MARIANI,SC,PMDB,50.0
SILVIO TORRES,SP,PSDB,79.45
RONALDO LESSA,AL,PDT,24.0
ANDRES SANCHEZ,SP,PT,674.83
ALFREDO KAEFER,PR,PSL,575.93
CARLOS MANATO,ES,SD,-171.48
JOÃO PAULO PAPA,SP,PSDB,25.2
FERNANDO MONTEIRO,PE,PP,115.28
RODRIGO DE CASTRO,MG,PSDB,197.62
LUIZ CARLOS BUSATO,RS,PTB,3300.0
DÉCIO LIMA,SC,PT,20.0
ALEXANDRE SERFIOTIS,RJ,PMDB,2.21
MARIA HELENA,RR,PSB,115.7
RENZO BRAZ,MG,PP,2250.0
EDMILSON RODRIGUES,PA,PSOL,75.01
ANTÔNIO JÁCOME,RN,PTN,97.0
STEFANO AGUIAR,MG,PSD,171.02
SUBTENENTE GONZAGA,MG,PDT,550.0
MAGDA MOFATTO,GO,PR,194.36
EDIO LOPES,RR,PR,598.54
MAURO MARIANI,SC,PMDB,53.35
PAULO PEREIRA DA SILVA,SP,SD,807.68
LAUDIVIO CARVALHO,MG,SD,2100.0
RENZO BRAZ,MG,PP,130.0
PADRE JOÃO,MG,PT,169.57
SERGIO VIDIGAL,ES,PDT,201.66
ANTÔNIO JÁCOME,RN,PTN,150.0
FÉLIX MENDONÇA JÚNIOR,BA,PDT,-5.0
EDMILSON RODRIGUES,PA,PSOL,150.0
PAULO TEIXEIRA,SP,PT,1224.95
BETO MANSUR,SP,PRB,459.58
GILBERTO NASCIMENTO,SP,PSC,2477.19
MARCOS SOARES,RJ,DEM,812.13
ASSIS CARVALHO,PI,PT,1767.35
CARLOS ZARATTINI,SP,PT,1497.34
JOSE STÉDILE,RS,PSB,133.7
VICENTE CANDIDO,SP,PT,62.3
PEDRO VILELA,AL,PSDB,213.91
LAURA CARNEIRO,RJ,PMDB,131.2
MARCOS SOARES,RJ,DEM,218.62
ELIZIANE GAMA,MA,PPS,670.63
LUIZ SÉRGIO,RJ,PT,137.0
DARCÍSIO PERONDI,RS,PMDB,960.92
ZÉ AUGUSTO NALIN,RJ,PMDB,680.83
BETO ROSADO,RN,PP,137.5
ORLANDO SILVA,SP,PCdoB,802.58
FABIO REIS,SE,PMDB,30.85
RONALDO NOGUEIRA,RS,PTB,-159.13
RODRIGO PACHECO,MG,PMDB,52.9
ROBERTO DE LUCENA,SP,PV,327.63
JOSÉ PRIANTE,PA,PMDB,24.0
AFONSO HAMM,RS,PP,24.5
ARNALDO JORDY,PA,PPS,67.0
VANDERLEI MACRIS,SP,PSDB,620.63
VALTENIR PEREIRA,MT,PMDB,48.0
ALFREDO KAEFER,PR,PSL,754.83
ZECA DO PT,MS,PT,422.96
ANDERSON FERREIRA,PE,PR,99.0
JOSÉ AIRTON CIRILO,CE,PT,469.63
LUCIANA SANTOS,PE,PCdoB,50.0
FÁBIO RAMALHO,MG,PMDB,50.0
DANIEL VILELA,GO,PMDB,771.23
JOSÉ OTÁVIO GERMANO,RS,PP,175.73
LUIS CARLOS HEINZE,RS,PP,24.0
PAULO HENRIQUE LUSTOSA,CE,PP,24.0
PAULO MALUF,SP,PP,32.7
CABO DACIOLO,RJ,PTdoB,50.0
ERIKA KOKAY,DF,PT,70.0
EDINHO BEZ,SC,PMDB,54.02
HERCULANO PASSOS,SP,PSD,1100.0
COVATTI FILHO,RS,PP,1190.96
FRANKLIN LIMA,MG,PP,149.49
JOSÉ MENTOR,SP,PT,37.4
WALDENOR PEREIRA,BA,PT,188.79
WILSON BESERRA,RJ,PMDB,195.03
RONALDO BENEDET,SC,PMDB,50.0
MAURO MARIANI,SC,PMDB,650.0
OSMAR TERRA,RS,PMDB,100.0
ARNALDO JORDY,PA,PPS,2800.0
LAURA CARNEIRO,RJ,PMDB,120.0
FÁBIO FARIA,RN,PSD,227.93
ALFREDO NASCIMENTO,AM,PR,3063.68
DÉCIO LIMA,SC,PT,114.24
MIRO TEIXEIRA,RJ,REDE,537.58
NELSON MARCHEZAN JUNIOR,RS,PSDB,18.75
GENECIAS NORONHA,CE,SD,1200.0
MAJOR OLIMPIO,SP,SD,164.0
SILVIO TORRES,SP,PSDB,26.14
WADSON RIBEIRO,MG,PCdoB,435.45
CHRISTIANE DE SOUZA YARED,PR,PR,-312.58
JONES MARTINS,RS,PMDB,170.66
PAULO ABI-ACKEL,MG,PSDB,130.0
ULDURICO JUNIOR,BA,PV,20.0
ALCEU MOREIRA,RS,PMDB,200.0
TEREZA CRISTINA,MS,PSB,180.0
CHICO ALENCAR,RJ,PSOL,86.37
CAJAR NARDES,RS,PR,3140.0
DR. JOÃO,RJ,PR,540.83
RUBENS BUENO,PR,PPS,43.12
PAES LANDIM,PI,PTB,33.88
JÉSSICA SALES,AC,PMDB,746.63
HENRIQUE FONTANA,RS,PT,88.0
SIMONE MORGADO,PA,PMDB,6920.0
NELSON MARCHEZAN JUNIOR,RS,PSDB,27.0
VANDER LOUBET,MS,PT,80.0
DILCEU SPERAFICO,PR,PP,150.0
ESPERIDIÃO AMIN,SC,PP,150.0
CAIO NARCIO,MG,PSDB,90.01
VICENTE CANDIDO,SP,PT,59.69
JÔ MORAES,MG,PCdoB,20.0
SÉRGIO MORAES,RS,PTB,57.99
VALDIR COLATTO,SC,PMDB,50.37
JORGE TADEU MUDALEN,SP,DEM,6.4
LINCOLN PORTELA,MG,PRB,146.85
PAULO AZI,BA,DEM,130.0
JORGE CÔRTE REAL,PE,PTB,130.0
ELIZEU DIONIZIO,MS,PSDB,1148.9
SÉRGIO REIS,SP,PRB,1016.54
JORGE TADEU MUDALEN,SP,DEM,9.2
NILTO TATTO,SP,PT,324.43
JÚLIO DELGADO,MG,PSB,4.6
ADELMO CARNEIRO LEÃO,MG,PT,1459.41
LEONARDO QUINTÃO,MG,PMDB,140.0
LEANDRE,PR,PV,105.0
FAUSTO PINATO,SP,PP,339.24
JOÃO DANIEL,SE,PT,331.76
ZÉ SILVA,MG,SD,4000.0
HELDER SALOMÃO,ES,PT,1556.29
DANIEL VILELA,GO,PMDB,205.95
ALICE PORTUGAL,BA,PCdoB,147.0
LEONARDO MONTEIRO,MG,PT,327.77
RICARDO TEOBALDO ,PE,PTN,168.52
GEOVANIA DE SÁ,SC,PSDB,313.64
MAURÍCIO QUINTELLA LESSA,AL,PR,626.06
ARTHUR LIRA,AL,PP,566.58
TADEU ALENCAR,PE,PSB,865.35
ODORICO MONTEIRO,CE,PROS,1500.0
CABO SABINO,CE,PR,40.16
MARCOS MONTES,MG,PSD,246.92
DILCEU SPERAFICO,PR,PP,24.12
MARINALDO ROSENDO,PE,PSB,879.69
SUBTENENTE GONZAGA,MG,PDT,666.74
CARLOS ANDRADE,RR,PHS,120.0
ZECA DIRCEU,PR,PT,28.0
CARLOS EDUARDO CADOCA,PE,PDT,100.0
NELSON MARCHEZAN JUNIOR,RS,PSDB,275.63
MIGUEL HADDAD,SP,PSDB,620.0
RODRIGO PACHECO,MG,PMDB,48.17
JOSÉ NUNES,BA,PSD,387.96
MOSES RODRIGUES,CE,PMDB,296.07
NELSON MEURER,PR,PP,177.6
MARCUS PESTANA,MG,PSDB,165.17
MARCOS SOARES,RJ,DEM,4.6
MISAEL VARELLA,MG,DEM,541.35
CHICO D'ANGELO,RJ,PT,925.39
ZENAIDE MAIA,RN,PR,625.19
AELTON FREITAS,MG,PR,212.93
ANTONIO BRITO,BA,PSD,80.0
NILSON LEITÃO,MT,PSDB,260.98
GIVALDO VIEIRA,ES,PT,3.5
PEDRO PAULO,RJ,PMDB,100.0
HEITOR SCHUCH,RS,PSB,164.43
HIRAN GONÇALVES,RR,PP,1200.0
GIVALDO VIEIRA,ES,PT,-1320.63
MARCELO MATOS,RJ,PHS,100.0
EZEQUIEL TEIXEIRA,RJ,PTN,189.56
LUCIANA SANTOS,PE,PCdoB,181.98
ALFREDO KAEFER,PR,PSL,140.0
JOSE STÉDILE,RS,PSB,9.7
JOÃO PAULO PAPA,SP,PSDB,8.0
CAPITÃO AUGUSTO,SP,PR,590.0
DULCE MIRANDA,TO,PMDB,-419.66
CARLOS SAMPAIO,SP,PSDB,31.58
CABO DACIOLO,RJ,PTdoB,28.0
ARNALDO FARIA DE SÁ,SP,PTB,57.0
CHICO ALENCAR,RJ,PSOL,689.76
NIVALDO ALBUQUERQUE,AL,PRP,190.5
SÉRGIO MORAES,RS,PTB,50.0
VANDERLEI MACRIS,SP,PSDB,100.0
JORGE TADEU MUDALEN,SP,DEM,2.3
CAJAR NARDES,RS,PR,12.6
CAPITÃO AUGUSTO,SP,PR,800.0
RONALDO LESSA,AL,PDT,-971.69
ROBERTO DE LUCENA,SP,PV,160.0
LEANDRE,PR,PV,98.09
GABRIEL GUIMARÃES,MG,PT,213.72
FÁBIO RAMALHO,MG,PMDB,50.12
MANDETTA,MS,DEM,60.9
JOÃO FERNANDO COUTINHO,PE,PSB,241.58
HELDER SALOMÃO,ES,PT,37.0
RENATO MOLLING,RS,PP,48.7
GIOVANI CHERINI,RS,PR,100.0
DANRLEI DE DEUS HINTERHOLZ,RS,PSD,150.0
JOSÉ AIRTON CIRILO,CE,PT,473.57
LOBBE NETO,SP,PSDB,197.49
MILTON MONTI,SP,PR,137.17
LAERCIO OLIVEIRA,SE,SD,2100.0
PAUDERNEY AVELINO,AM,DEM,194.93
MARIA DO ROSÁRIO,RS,PT,144.1
MIGUEL HADDAD,SP,PSDB,100.0
CAPITÃO AUGUSTO,SP,PR,90.0
JÔ MORAES,MG,PCdoB,-413.35
EROS BIONDINI,MG,PROS,23.75
MARCO MAIA,RS,PT,6.0
JAIME MARTINS,MG,PSD,4.6
EXPEDITO NETTO,RO,PSD,747.63
CAJAR NARDES,RS,PR,9.7
JOSI NUNES,TO,PMDB,1005.0
PAES LANDIM,PI,PTB,19.25
CELSO JACOB,RJ,PMDB,263.55
ALICE PORTUGAL,BA,PCdoB,584.54
JORGE TADEU MUDALEN,SP,DEM,82.3
DIEGO ANDRADE,MG,PSD,590.35
MAGDA MOFATTO,GO,PR,196.8
VALMIR ASSUNÇÃO,BA,PT,126.02
LUIZ CARLOS BUSATO,RS,PTB,441.68
CARLOS ZARATTINI,SP,PT,150.0
ANA PERUGINI,SP,PT,13.4
CÉSAR HALUM,TO,PRB,6000.0
JOSÉ GUIMARÃES,CE,PT,100.0
MARCO MAIA,RS,PT,24.0
PAES LANDIM,PI,PTB,38.19
EDUARDO BARBOSA,MG,PSDB,4.0
JOÃO DANIEL,SE,PT,80.0
JORGE SOLLA,BA,PT,184.44
PAULO TEIXEIRA,SP,PT,50.0
TAKAYAMA,PR,PSC,39.4
SÁGUAS MORAES,MT,PT,33.8
LUIS CARLOS HEINZE,RS,PP,50.0
DANILO FORTE,CE,PSB,205.01
MISAEL VARELLA,MG,DEM,34.36
ALFREDO NASCIMENTO,AM,PR,1493.78
MARX BELTRÃO,AL,PMDB,153.28
JOSÉ ROCHA,BA,PR,130.0
LÁZARO BOTELHO,TO,PP,174.98
PAULO TEIXEIRA,SP,PT,35.0
RENZO BRAZ,MG,PP,1365.0
AGUINALDO RIBEIRO,PB,PP,1371.66
ODORICO MONTEIRO,CE,PROS,5000.0
ANA PERUGINI,SP,PT,80.02
MARCON,RS,PT,150.0
SUBTENENTE GONZAGA,MG,PDT,490.69
ANTONIO BULHÕES,SP,PRB,100.0
GEORGE HILTON,MG,PROS,61.4
ZECA DIRCEU,PR,PT,13.0
HELDER SALOMÃO,ES,PT,6.0
JARBAS VASCONCELOS,PE,PMDB,79.41
MISAEL VARELLA,MG,DEM,58.11
LEANDRE,PR,PV,1.7
REGINALDO LOPES,MG,PT,975.63
ROGÉRIO PENINHA MENDONÇA,SC,PMDB,190.0
ODORICO MONTEIRO,CE,PROS,537.58
RODRIGO DE CASTRO,MG,PSDB,167.97
FERNANDO JORDÃO,RJ,PMDB,6500.0
ROBERTO ALVES,SP,PRB,85.0
ZENAIDE MAIA,RN,PR,80.0
AELTON FREITAS,MG,PR,524.83
LUIZ CARLOS RAMOS ,RJ,PTN,58.0
JOSE STÉDILE,RS,PSB,6.3
ODELMO LEÃO,MG,PP,4.6
EZEQUIEL FONSECA,MT,PP,47.71
RODRIGO MAIA,RJ,DEM,50.05
RENATO MOLLING,RS,PP,35.0
MARINALDO ROSENDO,PE,PSB,831.63
PEDRO PAULO,RJ,PMDB,-1082.58
RAQUEL MUNIZ,MG,PSD,49.99
JAIR BOLSONARO,RJ,PSC,22.8
SIMONE MORGADO,PA,PMDB,290.68
NELSON MEURER,PR,PP,-235.0
SÉRGIO BRITO,BA,PSD,53.0
FERNANDO MONTEIRO,PE,PP,50.0
MARCOS ABRÃO,GO,PPS,260.63
RAQUEL MUNIZ,MG,PSD,241.45
GEOVANIA DE SÁ,SC,PSDB,139.05
CAIO NARCIO,MG,PSDB,177.69
DR. JOÃO,RJ,PR,228.69
AUREO,RJ,SD,553.73
LUIZ CARLOS RAMOS ,RJ,PTN,44.4
ZÉ GERALDO,PA,PT,1272.58
ZECA DIRCEU,PR,PT,23.0
JOÃO ARRUDA,PR,PMDB,24.0
ANDRÉ FUFUCA,MA,PP,-710.38
HUGO MOTTA,PB,PMDB,1530.48
